,Run ID,Date,Time,Model Name,Model Author,Num Classes,Accuracy,Balanced Accuracy,AUC Score,Average Precision,F1 Score,Precision,Recall,Samples In Train,Samples In Test,Model Description,Column Predicted,Num Features Used,Data and Split Description,Normalized,Num Features Normalized,Feature Extraction,Was Untested Data Predicted,run,stain,num_dead,num_live,size
0,azBw73gPm3QJm,2019-07-23,16:39:56,random_forest_classification,Hamed,2,0.99,0.99,0.9990000000000001,0.9990000000000001,0.99,0.985,0.995,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1c7cpt3djxuj_r1c7fex29q6t2_stain,True,12,False,True,r1c7cpt3djxuj_r1c7fex29q6t2,True,30000.0,30000.0,460.5170185988091
1,aPegjqPlPgqpL,2019-07-23,19:58:20,random_forest_classification,Hamed,2,0.986,0.986,0.997,0.995,0.986,0.977,0.996,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1c7cpt3djxuj_r1c7fex29q6t2_no_stain,True,9,False,True,r1c7cpt3djxuj_r1c7fex29q6t2,False,30000.0,30000.0,426.8697949366878
2,5pN1JLrglO2zb,2019-07-23,16:39:56,random_forest_classification,Hamed,2,0.988,0.988,0.998,0.997,0.988,0.982,0.995,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cft9hhnhjdb_r1cfwgjmz247y_stain,True,12,False,True,r1cft9hhnhjdb_r1cfwgjmz247y,True,30000.0,30000.0,442.2848629194136
3,56YaRqQQZlmz8,2019-07-23,19:58:20,random_forest_classification,Hamed,2,0.986,0.986,0.996,0.9940000000000001,0.986,0.978,0.9940000000000001,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cft9hhnhjdb_r1cfwgjmz247y_no_stain,True,9,False,True,r1cft9hhnhjdb_r1cfwgjmz247y,False,30000.0,30000.0,426.8697949366878
4,QRBQd29kLGyqk,2019-07-23,16:39:58,random_forest_classification,Hamed,2,0.99,0.99,0.9990000000000001,0.9990000000000001,0.99,0.992,0.988,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cyeyjwbefaf2_r1cys7qtr6j42x_stain,True,12,False,True,r1cyeyjwbefaf2_r1cys7qtr6j42x,True,30000.0,30000.0,460.5170185988091
5,Eml681B9p1zAe,2019-07-23,19:58:26,random_forest_classification,Hamed,2,0.98,0.98,0.9940000000000001,0.991,0.98,0.97,0.99,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cyeyjwbefaf2_r1cys7qtr6j42x_no_stain,True,9,False,True,r1cyeyjwbefaf2_r1cys7qtr6j42x,False,30000.0,30000.0,391.2023005428145
6,QRBxGWQPojNYe,2019-07-23,16:39:58,random_forest_classification,Hamed,2,0.9840000000000001,0.983,0.998,0.997,0.985,0.981,0.99,43494,10874,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1c84xwx57y95_r1c8ejz8jfg9z_stain,True,12,False,True,r1c84xwx57y95_r1c8ejz8jfg9z,True,24368.0,30000.0,413.5166556742361
7,aPQ6agkRqe7bd,2019-07-23,19:58:22,random_forest_classification,Hamed,2,0.9620000000000001,0.9590000000000001,0.9890000000000001,0.9890000000000001,0.966,0.9470000000000001,0.987,43494,10874,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1c84xwx57y95_r1c8ejz8jfg9z_no_stain,True,9,False,True,r1c84xwx57y95_r1c8ejz8jfg9z,False,24368.0,30000.0,327.01691192557536
8,5xWrGzO2OpYM,2019-07-23,16:43:54,random_forest_classification,Hamed,2,0.9840000000000001,0.9840000000000001,0.998,0.998,0.985,0.9790000000000001,0.99,46125,11532,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1c84y2j7n7bu_r1c8aw59wfxy8_stain,True,12,False,True,r1c84y2j7n7bu_r1c8aw59wfxy8,True,27657.0,30000.0,413.5166556742361
9,66PYyDoEzgVOO,2019-07-23,19:58:24,random_forest_classification,Hamed,2,0.96,0.9590000000000001,0.991,0.991,0.9620000000000001,0.9440000000000001,0.981,46125,11532,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1c84y2j7n7bu_r1c8aw59wfxy8_no_stain,True,9,False,True,r1c84y2j7n7bu_r1c8aw59wfxy8,False,27657.0,30000.0,321.88758248681995
10,QzdkaLaQN3oj7,2019-07-23,16:45:18,random_forest_classification,Hamed,2,0.992,0.992,0.9990000000000001,0.9990000000000001,0.992,0.987,0.996,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1c7cpvfzqprk_r1c7fbvba55db_stain,True,12,False,True,r1c7cpvfzqprk_r1c7fbvba55db,True,30000.0,30000.0,482.83137373023004
11,563zwqM7kE1x5,2019-07-23,19:58:21,random_forest_classification,Hamed,2,0.987,0.987,0.997,0.995,0.987,0.977,0.997,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1c7cpvfzqprk_r1c7fbvba55db_no_stain,True,9,False,True,r1c7cpvfzqprk_r1c7fbvba55db,False,30000.0,30000.0,434.28059215205997
12,QzXYoWWgEQlB9,2019-07-23,16:45:19,random_forest_classification,Hamed,2,0.976,0.976,0.997,0.997,0.976,0.98,0.973,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cdcetsvxgc2_r1cdfa6jrtssc_stain,True,12,False,True,r1cdcetsvxgc2_r1cdfa6jrtssc,True,30000.0,30000.0,372.9701448634191
13,56q5N6RYQYwD5,2019-07-23,19:58:22,random_forest_classification,Hamed,2,0.972,0.972,0.995,0.9940000000000001,0.972,0.9670000000000001,0.977,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cdcetsvxgc2_r1cdfa6jrtssc_no_stain,True,9,False,True,r1cdcetsvxgc2_r1cdfa6jrtssc,False,30000.0,30000.0,357.5550768806932
14,6goO5Ndk3Re5Y,2019-07-23,16:45:38,random_forest_classification,Hamed,2,0.986,0.986,0.998,0.998,0.987,0.9840000000000001,0.9890000000000001,47057,11765,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1c8yyg9gxbme_r1c96wn43pq45_stain,True,12,False,True,r1c8yyg9gxbme_r1c96wn43pq45,True,28822.0,30000.0,426.8697949366878
15,QzpXGwNG7bBVe,2019-07-23,19:58:26,random_forest_classification,Hamed,2,0.958,0.958,0.988,0.985,0.96,0.938,0.9840000000000001,47057,11765,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1c8yyg9gxbme_r1c96wn43pq45_no_stain,True,9,False,True,r1c8yyg9gxbme_r1c96wn43pq45,False,28822.0,30000.0,317.0085660698768
16,adJkPVWxObQDV,2019-07-23,16:49:47,random_forest_classification,Hamed,2,0.982,0.982,0.997,0.997,0.983,0.978,0.987,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1ce3pjymvm3u_r1ceb3rgpe8gm_stain,True,12,False,True,r1ce3pjymvm3u_r1ceb3rgpe8gm,True,30000.0,30000.0,401.73835210859716
17,aPQyR2a5J29od,2019-07-23,19:58:22,random_forest_classification,Hamed,2,0.978,0.978,0.9940000000000001,0.991,0.9790000000000001,0.968,0.99,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1ce3pjymvm3u_r1ceb3rgpe8gm_no_stain,True,9,False,True,r1ce3pjymvm3u_r1ceb3rgpe8gm,False,30000.0,30000.0,381.67128256238203
18,6dGXYg6agbogl,2019-07-23,16:50:18,random_forest_classification,Hamed,2,0.992,0.992,0.9990000000000001,0.9990000000000001,0.992,0.99,0.9940000000000001,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1ce3pqt45vfe_r1ce7qf5e483u_stain,True,12,False,True,r1ce3pqt45vfe_r1ce7qf5e483u,True,30000.0,30000.0,482.83137373023004
19,QzbdbWq3N6Vxe,2019-07-23,19:58:22,random_forest_classification,Hamed,2,0.993,0.993,0.9990000000000001,0.9990000000000001,0.993,0.991,0.995,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1ce3pqt45vfe_r1ce7qf5e483u_no_stain,True,9,False,True,r1ce3pqt45vfe_r1ce7qf5e483u,False,30000.0,30000.0,496.18451299268224
20,EomA1ZVgzZ7Ay,2019-07-23,16:50:29,random_forest_classification,Hamed,2,0.9670000000000001,0.9670000000000001,0.9890000000000001,0.9840000000000001,0.9670000000000001,0.95,0.985,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1ce3ppkyswxf_r1ce7qk6h482m_stain,True,12,False,True,r1ce3ppkyswxf_r1ce7qk6h482m,True,30000.0,30000.0,341.1247717515659
21,QjYzX2BmYx6ek,2019-07-23,20:03:43,random_forest_classification,Hamed,2,0.9690000000000001,0.9690000000000001,0.99,0.986,0.9690000000000001,0.9540000000000001,0.985,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1ce3ppkyswxf_r1ce7qk6h482m_no_stain,True,9,False,True,r1ce3ppkyswxf_r1ce7qk6h482m,False,30000.0,30000.0,347.37680744969936
22,5yo1pM2WAvL8,2019-07-23,16:50:52,random_forest_classification,Hamed,2,0.9620000000000001,0.9620000000000001,0.992,0.99,0.963,0.9490000000000001,0.977,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1ceuhvgf7b4y_r1cf2yr353x5j_stain,True,12,False,True,r1ceuhvgf7b4y_r1cf2yr353x5j,True,30000.0,30000.0,327.01691192557536
23,QRqbl6kpBBzr,2019-07-23,20:04:00,random_forest_classification,Hamed,2,0.9540000000000001,0.9540000000000001,0.988,0.983,0.9540000000000001,0.937,0.972,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1ceuhvgf7b4y_r1cf2yr353x5j_no_stain,True,9,False,True,r1ceuhvgf7b4y_r1cf2yr353x5j,False,30000.0,30000.0,307.91138824930437
24,6DlMMzoqY3LoY,2019-07-23,16:54:28,random_forest_classification,Hamed,2,0.997,0.897,0.988,0.794,0.775,0.7559999999999999,0.795,24155,6039,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cwvvxz5d7wua_r1cx7ucsnkjfsb_stain,True,12,False,True,r1cwvvxz5d7wua_r1cx7ucsnkjfsb,True,30000.0,194.0,580.9142990314027
25,55gwZWRyN9bV5,2019-07-23,18:33:30,random_forest_classification,Hamed,2,0.996,0.909,0.985,0.82,0.7440000000000001,0.6809999999999999,0.821,24155,6039,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cwvvxz5d7wua_r1cx7ucsnkjfsb_no_stain,True,9,False,True,r1cwvvxz5d7wua_r1cx7ucsnkjfsb,False,30000.0,194.0,552.1460917862245
26,EzDo2wgXNmNj1,2019-07-23,16:55:16,random_forest_classification,Hamed,2,0.963,0.9079999999999999,0.956,0.992,0.9790000000000001,0.982,0.976,26651,6663,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1c84y3r9yqxb_r1c8auwvzbgt3_stain,True,12,False,True,r1c84y3r9yqxb_r1c8auwvzbgt3,True,3314.0,30000.0,329.68373663379117
27,58bN1wMOjjAY,2019-07-23,20:04:11,random_forest_classification,Hamed,2,0.95,0.865,0.9279999999999999,0.987,0.972,0.973,0.971,26651,6663,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1c84y3r9yqxb_r1c8auwvzbgt3_no_stain,True,9,False,True,r1c84y3r9yqxb_r1c8auwvzbgt3,False,3314.0,30000.0,299.573227355399
28,6a6wQOexeANVM,2019-07-23,16:55:19,random_forest_classification,Hamed,2,0.982,0.982,0.997,0.996,0.982,0.976,0.988,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1c8yydkumrkr_r1c96xsxw79c9_stain,True,12,False,True,r1c8yydkumrkr_r1c96xsxw79c9,True,30000.0,30000.0,401.73835210859716
29,5Dy6GbVpLRXY,2019-07-23,20:04:15,random_forest_classification,Hamed,2,0.97,0.97,0.993,0.991,0.971,0.953,0.9890000000000001,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1c8yydkumrkr_r1c96xsxw79c9_no_stain,True,9,False,True,r1c8yydkumrkr_r1c96xsxw79c9,False,30000.0,30000.0,350.6557897319981
30,ErB1vgpQmjvj1,2019-07-23,16:55:58,random_forest_classification,Hamed,2,0.99,0.99,0.9990000000000001,0.9990000000000001,0.99,0.99,0.99,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cgbw3xk7pau_r1cgpa54x8ff3_stain,True,12,False,True,r1cgbw3xk7pau_r1cgpa54x8ff3,True,30000.0,30000.0,460.5170185988091
31,EVBWzXprkwd8,2019-07-23,20:04:20,random_forest_classification,Hamed,2,0.978,0.978,0.9940000000000001,0.991,0.978,0.965,0.991,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cgbw3xk7pau_r1cgpa54x8ff3_no_stain,True,9,False,True,r1cgbw3xk7pau_r1cgpa54x8ff3,False,30000.0,30000.0,381.67128256238203
32,6bVzxlxexOgel,2019-07-23,16:56:30,random_forest_classification,Hamed,2,0.976,0.976,0.998,0.998,0.976,0.977,0.9740000000000001,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cckyh56hjqj_r1ccpyjef2vca_stain,True,12,False,True,r1cckyh56hjqj_r1ccpyjef2vca,True,30000.0,30000.0,372.9701448634191
33,EYpQ8VQA2Jbr8,2019-07-23,20:04:32,random_forest_classification,Hamed,2,0.976,0.976,0.997,0.997,0.976,0.975,0.977,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cckyh56hjqj_r1ccpyjef2vca_no_stain,True,9,False,True,r1cckyh56hjqj_r1ccpyjef2vca,False,30000.0,30000.0,372.9701448634191
34,QaWjlrzG2BZZ3,2019-07-23,17:00:37,random_forest_classification,Hamed,2,0.95,0.95,0.988,0.987,0.951,0.935,0.968,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cfkpp2p3kjz_r1cftpr8wxqc7_stain,True,12,False,True,r1cfkpp2p3kjz_r1cftpr8wxqc7,True,30000.0,30000.0,299.573227355399
35,6AWgRNq5Z6Lzl,2019-07-23,20:04:51,random_forest_classification,Hamed,2,0.9179999999999999,0.9179999999999999,0.968,0.9590000000000001,0.922,0.879,0.968,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cfkpp2p3kjz_r1cftpr8wxqc7_no_stain,True,9,False,True,r1cfkpp2p3kjz_r1cftpr8wxqc7,False,30000.0,30000.0,250.1036031717883
36,ageXRWXdad3W6,2019-07-23,17:00:47,random_forest_classification,Hamed,2,0.996,0.996,1.0,1.0,0.996,0.995,0.997,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cbut53kpf3n_r1cc3bn2s2aj8_stain,True,12,False,True,r1cbut53kpf3n_r1cc3bn2s2aj8,True,30000.0,30000.0,552.1460917862245
37,aY2g1OGqDooMV,2019-07-23,19:12:32,random_forest_classification,Hamed,2,0.996,0.996,1.0,1.0,0.997,0.996,0.997,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cbut53kpf3n_r1cc3bn2s2aj8_no_stain,True,9,False,True,r1cbut53kpf3n_r1cc3bn2s2aj8,False,30000.0,30000.0,552.1460917862245
38,agBLmdPNyPjWb,2019-07-23,17:00:56,random_forest_classification,Hamed,2,0.948,0.948,0.9890000000000001,0.987,0.9490000000000001,0.9309999999999999,0.968,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1c8xx7we38vw_r1c93cukfcxqp_stain,True,12,False,True,r1c8xx7we38vw_r1c93cukfcxqp,True,30000.0,30000.0,295.6511560400709
39,EQpOVymBXaRl1,2019-07-23,20:05:00,random_forest_classification,Hamed,2,0.894,0.894,0.961,0.956,0.897,0.8690000000000001,0.9279999999999999,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1c8xx7we38vw_r1c93cukfcxqp_no_stain,True,9,False,True,r1c8xx7we38vw_r1c93cukfcxqp,False,30000.0,30000.0,224.431618487007
40,ENl716jgEMmOP,2019-07-23,17:01:48,random_forest_classification,Hamed,2,0.973,0.973,0.995,0.9940000000000001,0.9740000000000001,0.9640000000000001,0.983,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cdcesknarkf_r1cdfg4x5uuwp_stain,True,12,False,True,r1cdcesknarkf_r1cdfg4x5uuwp,True,30000.0,30000.0,361.19184129778074
41,a3aNzXZ7EjyN6,2019-07-23,20:05:11,random_forest_classification,Hamed,2,0.973,0.973,0.9940000000000001,0.992,0.9740000000000001,0.9620000000000001,0.985,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cdcesknarkf_r1cdfg4x5uuwp_no_stain,True,9,False,True,r1cdcesknarkf_r1cdfg4x5uuwp,False,30000.0,30000.0,361.19184129778074
42,Q6pYzA5vmdBzr,2019-07-23,17:03:39,random_forest_classification,Hamed,2,0.981,0.981,0.996,0.9940000000000001,0.981,0.975,0.987,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cdhymqfs6b3_r1cdnzf4hbuz2_stain,True,12,False,True,r1cdhymqfs6b3_r1cdnzf4hbuz2,True,30000.0,30000.0,396.33162998156956
43,EQk255Pa3zAjY,2019-07-23,20:05:11,random_forest_classification,Hamed,2,0.982,0.982,0.996,0.9940000000000001,0.982,0.976,0.988,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cdhymqfs6b3_r1cdnzf4hbuz2_no_stain,True,9,False,True,r1cdhymqfs6b3_r1cdnzf4hbuz2,False,30000.0,30000.0,401.73835210859716
44,QolpWxQLQEw1P,2019-07-23,17:05:45,random_forest_classification,Hamed,2,0.996,0.995,1.0,0.9990000000000001,0.9890000000000001,0.9840000000000001,0.995,30027,7507,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1d6r8mvznxxme_r1d8jxmssfag5w_stain,True,12,False,True,r1d6r8mvznxxme_r1d8jxmssfag5w,True,30000.0,7534.0,552.1460917862245
45,azB92dq9W8W8w,2019-07-23,18:34:28,random_forest_classification,Hamed,2,0.996,0.995,1.0,0.9990000000000001,0.99,0.987,0.993,30027,7507,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1d6r8mvznxxme_r1d8jxmssfag5w_no_stain,True,9,False,True,r1d6r8mvznxxme_r1d8jxmssfag5w,False,30000.0,7534.0,552.1460917862245
46,QzGyjD8vB6rkk,2019-07-23,17:06:35,random_forest_classification,Hamed,2,0.99,0.99,0.9990000000000001,0.9990000000000001,0.99,0.985,0.995,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1c7cprv7fe49_r1c7jmje3ebhc_stain,True,12,False,True,r1c7cprv7fe49_r1c7jmje3ebhc,True,30000.0,30000.0,460.5170185988091
47,Q67PmkrWeXew3,2019-07-23,20:09:33,random_forest_classification,Hamed,2,0.986,0.986,0.997,0.995,0.986,0.977,0.996,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1c7cprv7fe49_r1c7jmje3ebhc_no_stain,True,9,False,True,r1c7cprv7fe49_r1c7jmje3ebhc,False,30000.0,30000.0,426.8697949366878
48,EmLbPN6lw3RXP,2019-07-23,17:06:46,random_forest_classification,Hamed,2,0.976,0.976,0.997,0.997,0.976,0.973,0.9790000000000001,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cdfr4bjcnrg_r1cdnuqex83dm_stain,True,12,False,True,r1cdfr4bjcnrg_r1cdnuqex83dm,True,30000.0,30000.0,372.9701448634191
49,5Ox5XGgrddvZ2,2019-07-23,20:09:54,random_forest_classification,Hamed,2,0.97,0.97,0.9940000000000001,0.993,0.97,0.9620000000000001,0.9790000000000001,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cdfr4bjcnrg_r1cdnuqex83dm_no_stain,True,9,False,True,r1cdfr4bjcnrg_r1cdnuqex83dm,False,30000.0,30000.0,350.6557897319981
50,EMBjBgg2B7op1,2019-07-23,17:07:30,random_forest_classification,Hamed,2,0.981,0.981,0.998,0.9990000000000001,0.981,0.982,0.98,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1ccqf9jq2wvd_r1cctubuxvmvs_stain,True,12,False,True,r1ccqf9jq2wvd_r1cctubuxvmvs,True,30000.0,30000.0,396.33162998156956
51,6OWjJj5WaDOv3,2019-07-23,20:09:58,random_forest_classification,Hamed,2,0.978,0.978,0.997,0.996,0.978,0.973,0.983,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1ccqf9jq2wvd_r1cctubuxvmvs_no_stain,True,9,False,True,r1ccqf9jq2wvd_r1cctubuxvmvs,False,30000.0,30000.0,381.67128256238203
52,azlJDdNxExpDm,2019-07-23,17:08:39,random_forest_classification,Hamed,2,0.992,0.992,1.0,0.9990000000000001,0.992,0.987,0.996,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cbut3veu2z4_r1cc6efukqtxx_stain,True,12,False,True,r1cbut3veu2z4_r1cc6efukqtxx,True,30000.0,30000.0,482.83137373023004
53,QP7j9gPkROm3k,2019-07-23,20:10:00,random_forest_classification,Hamed,2,0.991,0.991,0.998,0.997,0.991,0.9840000000000001,0.998,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cbut3veu2z4_r1cc6efukqtxx_no_stain,True,9,False,True,r1cbut3veu2z4_r1cc6efukqtxx,False,30000.0,30000.0,471.0530701645917
54,EajkpDldOR2Bx,2019-07-23,17:10:44,random_forest_classification,Hamed,2,0.99,0.99,0.9990000000000001,0.998,0.99,0.99,0.99,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cfkpuz2kr6c_r1cfpvk5hjkzb_stain,True,12,False,True,r1cfkpuz2kr6c_r1cfpvk5hjkzb,True,30000.0,30000.0,460.5170185988091
55,6OMLk5AqWZvlG,2019-07-23,20:10:18,random_forest_classification,Hamed,2,0.92,0.92,0.975,0.971,0.924,0.88,0.972,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cfkpuz2kr6c_r1cfpvk5hjkzb_no_stain,True,9,False,True,r1cfkpuz2kr6c_r1cfpvk5hjkzb,False,30000.0,30000.0,252.5728644308256
56,QPbyOypW5eP8o,2019-07-23,17:11:12,random_forest_classification,Hamed,2,0.995,0.983,0.9990000000000001,0.987,0.951,0.934,0.9690000000000001,25283,6321,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1dag7xpmgar9k_r1dakfqtk7hpzb_stain,True,12,False,True,r1dag7xpmgar9k_r1dakfqtk7hpzb,True,30000.0,1604.0,529.8317366548035
57,5ZpGrW7NkpQ6w,2019-07-23,19:13:14,random_forest_classification,Hamed,2,0.996,0.9890000000000001,0.998,0.987,0.965,0.9490000000000001,0.981,25283,6321,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1dag7xpmgar9k_r1dakfqtk7hpzb_no_stain,True,9,False,True,r1dag7xpmgar9k_r1dakfqtk7hpzb,False,30000.0,1604.0,552.1460917862245
58,Qj118MWNkDpOe,2019-07-23,17:12:06,random_forest_classification,Hamed,2,0.982,0.982,0.997,0.997,0.982,0.977,0.987,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cgbw8qkp6z4_r1cgjpjx5ve76_stain,True,12,False,True,r1cgbw8qkp6z4_r1cgjpjx5ve76,True,30000.0,30000.0,401.73835210859716
59,5Z5No2YeYopX2,2019-07-23,19:13:13,random_forest_classification,Hamed,2,0.9740000000000001,0.9740000000000001,0.9940000000000001,0.993,0.9740000000000001,0.96,0.9890000000000001,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cgbw8qkp6z4_r1cgjpjx5ve76_no_stain,True,9,False,True,r1cgbw8qkp6z4_r1cgjpjx5ve76,False,30000.0,30000.0,364.9658740960658
60,EA2JMDwZb3gM,2019-07-23,17:12:33,random_forest_classification,Hamed,2,0.99,0.99,0.998,0.998,0.99,0.986,0.9940000000000001,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cgbw7hjvxgx_r1cgjxrexhd4j_stain,True,12,False,True,r1cgbw7hjvxgx_r1cgjxrexhd4j,True,30000.0,30000.0,460.5170185988091
